,Firm,CSS Stylesheets
2006,DTZ Investment Management Limited,"['http://www.aboutcookies.org.uk/sites/default/files/css/css_3bN77ZRCVkuKG_d8zd1yo3oXBFJ-OpMu1BLQolbWAQ4.css', 'http://www.aboutcookies.org.uk/sites/default/files/css/css_LGjyAvX6IPc-Yom6AXovY3-aYuA9E3uyziRWMiQkSwU.css', 'https://fonts.googleapis.com/css2?family=Work+Sans&display=swap']"
2007,DTZ Investment Management Limited,[]
2008,Marshall Sterling Investment Management Limited,[]
2009,Marshall Sterling Investment Management Limited,[]
2010,Marshall Sterling Investment Management Limited,[]
2011,VGC Partners LLP,"['https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,200italic,300,300italic,regular,italic,600,600italic,700,700italic,900,900italic', 'https://vgcp.co.uk/wp-includes/css/dist/block-library/style.min.css?ver=6.1.1', 'https://vgcp.co.uk/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17', 'https://vgcp.co.uk/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.1.1', 'https://vgcp.co.uk/wp-includes/css/classic-themes.min.css?ver=1', 'https://vgcp.co.uk/wp-includes/css/dashicons.min.css?ver=6.1.1', 'https://vgcp.co.uk/wp-content/plugins/wp-show-posts/css/wp-show-posts-min.css?ver=1.1.3', 'https://vgcp.co.uk/wp-content/plugins/wp-show-posts-pro/css/wp-show-posts.min.css?ver=1.0.0', 'https://vgcp.co.uk/wp-content/plugins/complianz-gdpr/assets/css/cookieblocker.min.css?ver=6.3.5', 'https://vgcp.co.uk/wp-content/themes/generatepress/assets/css/main.min.css?ver=3.2.4', 'https://vgcp.co.uk/wp-content/plugins/gp-premium/menu-plus/functions/css/offside.min.css?ver=2.2.1', 'https://vgcp.co.uk/wp-content/plugins/gp-premium/menu-plus/functions/css/navigation-branding-flex.min.css?ver=2.2.1', 'https://vgcp.co.uk/wp-content/plugins/jetpack/css/jetpack.css?ver=11.5.1']"
2012,VGC Partners LLP,"['https://fonts.googleapis.com/css?family=Source+Sans+Pro:200,200italic,300,300italic,regular,italic,600,600italic,700,700italic,900,900italic', 'https://vgcp.co.uk/wp-includes/css/dist/block-library/style.min.css?ver=6.1.1', 'https://vgcp.co.uk/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17', 'https://vgcp.co.uk/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.1.1', 'https://vgcp.co.uk/wp-includes/css/classic-themes.min.css?ver=1', 'https://vgcp.co.uk/wp-includes/css/dashicons.min.css?ver=6.1.1', 'https://vgcp.co.uk/wp-content/plugins/wp-show-posts/css/wp-show-posts-min.css?ver=1.1.3', 'https://vgcp.co.uk/wp-content/plugins/wp-show-posts-pro/css/wp-show-posts.min.css?ver=1.0.0', 'https://vgcp.co.uk/wp-content/plugins/complianz-gdpr/assets/css/document.min.css?ver=6.3.5', 'https://vgcp.co.uk/wp-content/plugins/complianz-gdpr/assets/css/cookieblocker.min.css?ver=6.3.5', 'https://vgcp.co.uk/wp-content/themes/generatepress/assets/css/main.min.css?ver=3.2.4', 'https://vgcp.co.uk/wp-content/plugins/gp-premium/menu-plus/functions/css/offside.min.css?ver=2.2.1', 'https://vgcp.co.uk/wp-content/plugins/gp-premium/menu-plus/functions/css/navigation-branding-flex.min.css?ver=2.2.1', 'https://vgcp.co.uk/wp-content/plugins/jetpack/css/jetpack.css?ver=11.5.1']"
2013,MFM Investment Ltd,[]
2014,MFM Investment Ltd,[]
2015,Resolution Partners Limited,"['https://resolution-partners.co.uk/wp-includes/css/dist/block-library/style.min.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/plugins/LayerSlider/css/layerslider.css?ver=4.6.0', 'https://resolution-partners.co.uk/wp-content/uploads/layerslider.custom.css?ver=4.6.0', 'https://resolution-partners.co.uk/wp-content/plugins/column-shortcodes//assets/css/shortcodes.css?ver=1.0.1', 'https://resolution-partners.co.uk/wp-content/themes/interior/style.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/core/core.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/bootstrap.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/bootstrap-responsive.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/plugins.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/theme.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/flexslider.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/responsive.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/core/core.php?ver=6.0.3', 'https://fonts.googleapis.com/css?family=Open+Sans%3A400%2C600%2C700%2C800%2C400italic%2C600italic%2C700italic%7COpen+Sans%3A400%2C600%2C700%2C800%2C400italic%2C600italic%2C700italic%7C&ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/plugins/cookie-compliance/cookie-compliance.css?ver=6.0.3']"
2016,Resolution Partners Limited,"['https://resolution-partners.co.uk/wp-includes/css/dist/block-library/style.min.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/plugins/LayerSlider/css/layerslider.css?ver=4.6.0', 'https://resolution-partners.co.uk/wp-content/uploads/layerslider.custom.css?ver=4.6.0', 'https://resolution-partners.co.uk/wp-content/plugins/column-shortcodes//assets/css/shortcodes.css?ver=1.0.1', 'https://resolution-partners.co.uk/wp-content/themes/interior/style.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/core/core.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/bootstrap.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/bootstrap-responsive.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/plugins.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/theme.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/flexslider.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/responsive.css?ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/themes/interior/css/core/core.php?ver=6.0.3', 'https://fonts.googleapis.com/css?family=Open+Sans%3A400%2C600%2C700%2C800%2C400italic%2C600italic%2C700italic%7COpen+Sans%3A400%2C600%2C700%2C800%2C400italic%2C600italic%2C700italic%7C&ver=6.0.3', 'https://resolution-partners.co.uk/wp-content/plugins/cookie-compliance/cookie-compliance.css?ver=6.0.3']"
2017,JNE Partners LLP,"['https://fonts.googleapis.com/css?family=Montserrat:300,400,400i,500,600|Playfair+Display:400,400i,700', 'https://www.jnepartners.com/public/app/assets/css/73ad9ccea7674d2c66267cd1323e1768.css']"
2018,JNE Partners LLP,"['https://fonts.googleapis.com/css?family=Montserrat:300,400,400i,500,600|Playfair+Display:400,400i,700', 'https://www.jnepartners.com/public/app/assets/css/73ad9ccea7674d2c66267cd1323e1768.css']"
2019,BNP Paribas Asset Management UK Limited,"['https://cdn-pays.bnpparibas.com/wp-content/themes/bnpparibasworld/assets/css/style.min.css?v=5.14.5', 'https://www.bnpparibas.co.uk/en/wp-content/plugins/bnp-widget-focus/css/widget.css?ver=5.7.8', 'https://www.bnpparibas.co.uk/en/wp-content/plugins/wp-pagenavi/pagenavi-css.css?ver=2.70']"
2020,BNP Paribas Asset Management UK Limited,"['https://www.bnpparibas-am.co.uk/wp-includes/css/dist/block-library/style.min.css?ver=5.5.11', 'https://www.bnpparibas-am.co.uk/wp-content/themes/bnpp-nextgen/assets/css/bnp-core.min.css?ver=1669362320', 'https://www.bnpparibas-am.co.uk/wp-content/themes/bnpp-nextgen/assets/css/bnp-core-bis.css?ver=1663750713', 'https://www.bnpparibas-am.co.uk/wp-content/themes/bnpp-nextgen/style.css?ver=5.5.11']"
2021,D B Wood Limited,"['https://www.dbwood.co.uk/wp-includes/css/dist/block-library/style.min.css?ver=6.1.1', 'https://www.dbwood.co.uk/wp-includes/css/classic-themes.min.css?ver=1', 'https://www.dbwood.co.uk/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.4.2', 'https://www.dbwood.co.uk/wp-content/themes/dbwood/dist/app.css', 'https://www.dbwood.co.uk/wp-content/themes/dbwood/dist/orb.css']"
2022,D B Wood Limited,"['https://www.dbwood.co.uk/wp-includes/css/dist/block-library/style.min.css?ver=6.1.1', 'https://www.dbwood.co.uk/wp-includes/css/classic-themes.min.css?ver=1', 'https://www.dbwood.co.uk/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.4.2', 'https://www.dbwood.co.uk/wp-content/themes/dbwood/dist/app.css', 'https://www.dbwood.co.uk/wp-content/themes/dbwood/dist/orb.css']"
2023,Veritas Asset Management LLP,['https://www.vamllp.com/ui/css/style.css?nc=20191127']
2024,Veritas Asset Management LLP,['https://www.vamllp.com/ui/css/style.css?nc=20191127']
2025,Savills Investment Management LLP,"['https://www.savillsim.com/_css/main.css?v=1', 'https://www.savillsim.com/_js/shariff-3.2.1/shariff.complete.css']"
2026,HYCM CAPITAL MARKETS (UK) LIMITED,"['https://www.henyep.com/sites/all/themes/Porto/vendor/bootstrap/css/bootstrap.css', 'http://www.henyep.com/sites/default/files/less/t2oJpJYeJoySsYmwax80kijd22Pca_LzR2xbgqRwmO8/sites/all/themes/Porto/css/less/skin.LJQYtFZCReUs3vTpBPP2WxyNd3lwheMHELjgkSG234M.css?rkrdw8', 'https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700,800|Shadows+Into+Light']"
2027,HYCM CAPITAL MARKETS (UK) LIMITED,"['https://www.henyep.com/sites/all/themes/Porto/vendor/bootstrap/css/bootstrap.css', 'http://www.henyep.com/sites/default/files/less/t2oJpJYeJoySsYmwax80kijd22Pca_LzR2xbgqRwmO8/sites/all/themes/Porto/css/less/skin.LJQYtFZCReUs3vTpBPP2WxyNd3lwheMHELjgkSG234M.css?rkrdw8', 'https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700,800|Shadows+Into+Light']"
2028,Mattioli Woods PLC,"['https://mattioliwoods.com/sites/default/files/css/css_JVk76hAsU20W3sP-ctUz9rH2WeuQrCDss0tTfvgTbdw.css', 'https://mattioliwoods.com/sites/default/files/css/css_mt1bojd1nZyjWOaR61Y7JMS_q9dXm9xecMEr4pLWPOo.css', 'https://pro.fontawesome.com/releases/v5.11.2/css/all.css', 'https://mattioliwoods.com/sites/default/files/css/css_9fp6D-MgZ2zBN9eLAobtHIAXyEIwGjct8_Fo2Jw_qNc.css', 'https://use.typekit.net/ygj5csf.css', 'https://mattioliwoods.com/sites/default/files/css/css_uZptdf-ijQx9OUoyVrCZ1WExwD4OTkgEnIf5-7vn15w.css']"
2029,Mattioli Woods PLC,"['https://mattioliwoods.com/sites/default/files/css/css_JVk76hAsU20W3sP-ctUz9rH2WeuQrCDss0tTfvgTbdw.css', 'https://mattioliwoods.com/sites/default/files/css/css_mt1bojd1nZyjWOaR61Y7JMS_q9dXm9xecMEr4pLWPOo.css', 'https://pro.fontawesome.com/releases/v5.11.2/css/all.css', 'https://mattioliwoods.com/sites/default/files/css/css_9fp6D-MgZ2zBN9eLAobtHIAXyEIwGjct8_Fo2Jw_qNc.css', 'https://use.typekit.net/ygj5csf.css', 'https://mattioliwoods.com/sites/default/files/css/css_uZptdf-ijQx9OUoyVrCZ1WExwD4OTkgEnIf5-7vn15w.css']"
2030,Development Partners International LLP,"['https://fonts.googleapis.com/css2?family=Montserrat:ital,wght@0,200;0,400;0,600;1,200;1,400;1,600&display=swap', 'https://www.dpi-llp.com/wp-includes/css/dist/block-library/style.min.css?ver=5.8.6', 'https://www.dpi-llp.com/wp-content/themes/DPI/assets/css/screen.css?ver=5.8.6', 'https://www.dpi-llp.com/wp-content/plugins/tablepress/css/default.min.css?ver=1.14']"
2031,Bankhouse Financial Management Ltd,['https://www.successionwealth.co.uk/_next/static/css/3d003c2f168138a18c56.css']
2032,Bankhouse Financial Management Ltd,['https://www.successionwealth.co.uk/_next/static/css/3d003c2f168138a18c56.css']
2033,Bankhouse Financial Management Ltd,['https://www.successionwealth.co.uk/_next/static/css/3d003c2f168138a18c56.css']
2034,Bankhouse Financial Management Ltd,['https://www.successionwealth.co.uk/_next/static/css/3d003c2f168138a18c56.css']
2035,Rowan Dartington & Co. Limited,"['https://www.rowan-dartington.co.uk/core/modules/system/css/components/align.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/fieldgroup.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/container-inline.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/clearfix.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/details.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/hidden.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/item-list.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/js.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/nowrap.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/position-container.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/progress.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/reset-appearance.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/resize.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/sticky-header.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/system-status-counter.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/system-status-report-counters.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/system-status-report-general-info.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/tablesort.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/tree-child.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/views/css/views.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/modules/contrib/eu_cookie_compliance/css/eu_cookie_compliance.css?rii2dc', 'https://www.rowan-dartington.co.uk/modules/contrib/addtoany/css/addtoany.css?rii2dc', 'https://www.rowan-dartington.co.uk/modules/patched/zt_megamenu/stylesheets/zt_megamenu.css?rii2dc', 'https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css', 'https://www.rowan-dartington.co.uk/modules/contrib/paragraphs/css/paragraphs.unpublished.css?rii2dc', 'https://www.rowan-dartington.co.uk/themes/custom/halo/css/style.css?rii2dc', 'https://fonts.googleapis.com/css?family=Karla:400,400i,700,700i|Playfair+Display:700']"
2036,Rowan Dartington & Co. Limited,"['https://www.rowan-dartington.co.uk/core/modules/system/css/components/align.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/fieldgroup.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/container-inline.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/clearfix.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/details.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/hidden.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/item-list.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/js.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/nowrap.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/position-container.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/progress.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/reset-appearance.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/resize.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/sticky-header.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/system-status-counter.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/system-status-report-counters.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/system-status-report-general-info.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/tablesort.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/system/css/components/tree-child.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/core/modules/views/css/views.module.css?rii2dc', 'https://www.rowan-dartington.co.uk/modules/contrib/eu_cookie_compliance/css/eu_cookie_compliance.css?rii2dc', 'https://www.rowan-dartington.co.uk/modules/contrib/addtoany/css/addtoany.css?rii2dc', 'https://www.rowan-dartington.co.uk/modules/patched/zt_megamenu/stylesheets/zt_megamenu.css?rii2dc', 'https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css', 'https://www.rowan-dartington.co.uk/modules/contrib/paragraphs/css/paragraphs.unpublished.css?rii2dc', 'https://www.rowan-dartington.co.uk/themes/custom/halo/css/style.css?rii2dc', 'https://fonts.googleapis.com/css?family=Karla:400,400i,700,700i|Playfair+Display:700']"
2037,XMS Capital Partners UK Limited,[]
2038,XMS Capital Partners UK Limited,[]
2039,Xenfin Capital Limited,"['https://xenfin.tech/static/css/main.css', 'https://xenfin.tech/static/css/main.css']"
2040,Xenfin Capital Limited,"['https://xenfin.tech/static/css/main.css', 'https://xenfin.tech/static/css/main.css']"
2041,RWC Partners Limited,"['https://www.redwheel.com/uk/en/institutional/wp-includes/css/dist/block-library/style.min.css?ver=6.0.3', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/menu-image/menu-image.css?ver=1.1', 'https://www.redwheel.com/uk/en/institutional/wp-content/themes/blank-theme/style.css?ver=6.0.3', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/kurtosys-elements/assets/css/kurtosys-elements.css?ver=1.15.6', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/kurtosys-elements/assets/css/kurtosys-elements-skin.css?ver=1.15.6', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/kurtosys-menu/assets/public/css/public.css?ver=1.5.8.2', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/kurtosys-menu/cherry-framework/modules/cherry-handler/assets/css/cherry-handler-styles.min.css?ver=1.5.11', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.4.8-patch', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.4.8-patch', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.5.2', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/kurtosys-smart-filters/assets/css/public.css?ver=1.4.2', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/kurtosys-engine/assets/css/frontend.css?ver=2.0.0', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.8-patch', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.4.8-patch', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/kurtosys-content-restriction/core/css/modal_styles.css?ver=1669768252', 'https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7COpen+Sans%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.0.3', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/kurtosys-blocks/assets/css/kurtosys-blocks.css?ver=1.1.7', 'https://www.redwheel.com/uk/en/institutional/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.4.8-patch']"
